case_id,petition_url,source_page_url,claimed_filing_date
iff_vaishnavi_2022,https://drive.google.com/file/d/1oxxpTUBxzEgjufGnB0BmIeUzLe2Ao9RJ/view,https://internetfreedom.in/the-supreme-court-refuses-special-leave-petition-challenging-the-unconstitutional-retention-of-mobile-data-of-journalists/,2022-12-22
